PC5,ACTIVE,X,Y,LGD2014,LGD2014NAME,WARD2014,WARD2014NAME,DEA2014,DEA2014NAME,AA2008,AA2008NAME,WARD1992,WARD1992NAME,LGD1992,LGD1992NAME,HSCT,HSCTNAME,DZ2021,DZ2021_name,SDZ2021,SDZ2021_name,AA2024,AA2024NAME,SA2011,SOA2001,SOA2001NAME,SOA2001_OLD,SOA2001NAME_OLD,COA2001,SETTLEMENT15,SETTLEMENT15_URBAN_RURAL
BT455QF,1,282042,397749,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002867,Moyola_B1,N21000644,Moyola_B,N05000010,Mid Ulster,N00003595,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120003,BAND H (MID ULSTER LGD),RURAL
BT455QG,1,281759,396627,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002872,Moyola_B2,N21000644,Moyola_B,N05000010,Mid Ulster,N00003596,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120004,BAND H (MID ULSTER LGD),RURAL
BT455QH,1,281270,397412,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002872,Moyola_B2,N21000644,Moyola_B,N05000010,Mid Ulster,N00003596,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120004,BAND H (MID ULSTER LGD),RURAL
BT455QJ,1,282181,395791,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002876,Moyola_E2,N21000647,Moyola_E,N05000010,Mid Ulster,N00003596,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120004,BAND H (MID ULSTER LGD),RURAL
BT455QL,1,281130,395137,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002872,Moyola_B2,N21000644,Moyola_B,N05000010,Mid Ulster,N00003596,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120004,BAND H (MID ULSTER LGD),RURAL
BT455QN,1,281393,395139,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002872,Moyola_B2,N21000644,Moyola_B,N05000010,Mid Ulster,N00003596,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120004,BAND H (MID ULSTER LGD),RURAL
BT455QP,1,281597,394858,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002872,Moyola_B2,N21000644,Moyola_B,N05000010,Mid Ulster,N00003596,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120004,BAND H (MID ULSTER LGD),RURAL
BT455QQ,1,280697,396686,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002872,Moyola_B2,N21000644,Moyola_B,N05000010,Mid Ulster,N00003596,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120004,BAND H (MID ULSTER LGD),RURAL
BT455QR,1,282909,395191,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002876,Moyola_E2,N21000647,Moyola_E,N05000010,Mid Ulster,N00003596,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120004,BAND H (MID ULSTER LGD),RURAL
BT455QS,1,281104,394641,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002872,Moyola_B2,N21000644,Moyola_B,N05000010,Mid Ulster,N00003596,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120004,BAND H (MID ULSTER LGD),RURAL
BT455QT,1,281452,394036,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002888,Moyola_G3,N21000649,Moyola_G,N05000010,Mid Ulster,N00003593,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120001,BAND H (MID ULSTER LGD),RURAL
BT455QU,1,282250,394138,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002888,Moyola_G3,N21000649,Moyola_G,N05000010,Mid Ulster,N00003593,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120001,BAND H (MID ULSTER LGD),RURAL
BT455QW,1,282322,394165,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002876,Moyola_E2,N21000647,Moyola_E,N05000010,Mid Ulster,N00003596,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120004,BAND H (MID ULSTER LGD),RURAL
BT455QX,1,284134,395559,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002876,Moyola_E2,N21000647,Moyola_E,N05000010,Mid Ulster,N00003597,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120006,BAND H (MID ULSTER LGD),RURAL
BT455QY,1,283500,396202,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002876,Moyola_E2,N21000647,Moyola_E,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120005,BAND H (MID ULSTER LGD),RURAL
BT455QZ,1,283466,396520,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002867,Moyola_B1,N21000644,Moyola_B,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120005,TOBERMORE,RURAL
BT455RA,1,284711,396879,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002876,Moyola_E2,N21000647,Moyola_E,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120002,BAND H (MID ULSTER LGD),RURAL
BT455RB,1,287158,396331,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002879,Moyola_E4,N21000647,Moyola_E,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120002,BAND H (MID ULSTER LGD),RURAL
BT455RD,1,286008,395840,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002876,Moyola_E2,N21000647,Moyola_E,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120002,BAND H (MID ULSTER LGD),RURAL
BT455RE,1,289629,391071,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002895,Magherafelt_A2,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003552,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050003,MAGHERAFELT,URBAN
BT455RF,1,289535,391036,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002895,Magherafelt_A2,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003552,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050003,MAGHERAFELT,URBAN
BT455RG,1,289691,391117,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002895,Magherafelt_A2,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003552,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050003,MAGHERAFELT,URBAN
BT455RH,1,288950,389792,N09000009,Mid Ulster,N08000917,Coolshinny,N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT14,TOWN PARKS WEST,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002910,Magherafelt_C5,N21000653,Magherafelt_C,N05000010,Mid Ulster,N00003607,95TT14W1,Town Parks West,95TT14W1,Town Parks West,95TT140002,MAGHERAFELT,URBAN
BT455RJ,1,288782,391063,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002896,Magherafelt_C1,N21000653,Magherafelt_C,N05000010,Mid Ulster,N00003550,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050001,MAGHERAFELT,URBAN
BT455RL,1,288874,391033,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002896,Magherafelt_C1,N21000653,Magherafelt_C,N05000010,Mid Ulster,N00003550,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050001,MAGHERAFELT,URBAN
BT455RN,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT455RP,1,289094,391628,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT07,KNOCKCLOGHRIM,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002894,Magherafelt_A1,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003564,95TT07W1,Knockcloghrim,95TT07W1,Knockcloghrim,95TT070002,MAGHERAFELT,URBAN
BT455RQ,1,289596,391077,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002895,Magherafelt_A2,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003552,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050003,MAGHERAFELT,URBAN
BT455RR,1,289172,391577,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT07,KNOCKCLOGHRIM,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002894,Magherafelt_A1,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003564,95TT07W1,Knockcloghrim,95TT07W1,Knockcloghrim,95TT070002,MAGHERAFELT,URBAN
BT455RS,1,289208,391565,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT07,KNOCKCLOGHRIM,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002894,Magherafelt_A1,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003564,95TT07W1,Knockcloghrim,95TT07W1,Knockcloghrim,95TT070002,MAGHERAFELT,URBAN
BT455RT,1,289035,391585,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT07,KNOCKCLOGHRIM,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002894,Magherafelt_A1,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003565,95TT07W1,Knockcloghrim,95TT07W1,Knockcloghrim,95TT070003,MAGHERAFELT,URBAN
BT455RU,1,289081,391509,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT07,KNOCKCLOGHRIM,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002894,Magherafelt_A1,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003565,95TT07W1,Knockcloghrim,95TT07W1,Knockcloghrim,95TT070003,MAGHERAFELT,URBAN
BT455RW,1,289559,391127,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002895,Magherafelt_A2,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003552,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050003,MAGHERAFELT,URBAN
BT455RX,1,289583,391236,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002894,Magherafelt_A1,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003553,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050008,MAGHERAFELT,URBAN
BT455RY,1,289652,391379,N09000009,Mid Ulster,N08000910,Castledawson,N10000906,MOYOLA,N06000010,MID ULSTER,95TT07,KNOCKCLOGHRIM,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002879,Moyola_E4,N21000647,Moyola_E,N05000010,Mid Ulster,N00003564,95TT07W1,Knockcloghrim,95TT07W1,Knockcloghrim,95TT070002,MAGHERAFELT,URBAN
BT455RZ,1,289688,391306,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002895,Magherafelt_A2,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003553,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050008,MAGHERAFELT,URBAN
BT455SA,1,283320,396517,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002867,Moyola_B1,N21000644,Moyola_B,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120005,TOBERMORE,RURAL
BT455SB,1,283360,396473,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002867,Moyola_B1,N21000644,Moyola_B,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120005,TOBERMORE,RURAL
BT455SD,1,283219,396507,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002867,Moyola_B1,N21000644,Moyola_B,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120005,TOBERMORE,RURAL
BT455SE,1,283292,396838,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002867,Moyola_B1,N21000644,Moyola_B,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120002,TOBERMORE,RURAL
BT455SF,1,282851,396509,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002872,Moyola_B2,N21000644,Moyola_B,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120005,TOBERMORE,RURAL
BT455SG,1,283374,396639,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002867,Moyola_B1,N21000644,Moyola_B,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120005,TOBERMORE,RURAL
BT455SH,1,285370,392169,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT08,LECUMPHER,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002886,Moyola_G2,N21000649,Moyola_G,N05000010,Mid Ulster,N00003571,95TT08W1,Lecumpher,95TT08W1,Lecumpher,95TT080003,DESERTMARTIN,RURAL
BT455SJ,1,282744,396484,N09000009,Mid Ulster,N08000937,Tobermore,N10000906,MOYOLA,N06000010,MID ULSTER,95TT12,TOBERMORE,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002872,Moyola_B2,N21000644,Moyola_B,N05000010,Mid Ulster,N00003594,95TT12W1,Tobermore,95TT12W1,Tobermore,95TT120005,TOBERMORE,RURAL
BT455SU,0,666666,666666,N09000009,Mid Ulster,N08000935,Tamlaght O'Crilly,N10000901,CARNTOGHER,N06000010,MID ULSTER,95TT15,UPPERLANDS,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002839,Carntogher_B2,N21000638,Carntogher_B,N05000010,Mid Ulster,N00003614,95TT15W1,Upperlands,95TT15W1,Upperlands,95TT150003,BAND H (MID ULSTER LGD),RURAL
BT455SX,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT455SY,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT455SZ,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT455TP,1,288959,391714,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT07,KNOCKCLOGHRIM,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002894,Magherafelt_A1,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003565,95TT07W1,Knockcloghrim,95TT07W1,Knockcloghrim,95TT070003,MAGHERAFELT,URBAN
BT455TR,1,289132,391025,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002898,Magherafelt_A4,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003550,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050001,MAGHERAFELT,URBAN
BT455TS,1,289892,390861,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002897,Magherafelt_A3,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003552,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050003,MAGHERAFELT,URBAN
BT455WA,0,289669,391338,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002894,Magherafelt_A1,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003553,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050008,MAGHERAFELT,URBAN
BT455YD,0,289669,391338,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002894,Magherafelt_A1,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003553,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050008,MAGHERAFELT,URBAN
BT456AA,1,289600,390524,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT14,TOWN PARKS WEST,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002901,Magherafelt_A5,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003611,95TT14W1,Town Parks West,95TT14W1,Town Parks West,95TT140006,MAGHERAFELT,URBAN
BT456AB,1,289603,390491,N09000009,Mid Ulster,N08000938,Town Parks East,N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT13,TOWN PARKS EAST,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002901,Magherafelt_A5,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003604,95TT13S2,Town Parks East_2,95TT13S2,Town Parks East_2,95TT130007,MAGHERAFELT,URBAN
BT456AD,1,289539,390363,N09000009,Mid Ulster,N08000938,Town Parks East,N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT13,TOWN PARKS EAST,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002905,Magherafelt_A7,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003599,95TT13S1,Town Parks East_1,95TT13S1,Town Parks East_1,95TT130003,MAGHERAFELT,URBAN
BT456AE,1,289496,390268,N09000009,Mid Ulster,N08000938,Town Parks East,N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT13,TOWN PARKS EAST,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002905,Magherafelt_A7,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003599,95TT13S1,Town Parks East_1,95TT13S1,Town Parks East_1,95TT130003,MAGHERAFELT,URBAN
BT456AF,1,289485,390072,N09000009,Mid Ulster,N08000938,Town Parks East,N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT13,TOWN PARKS EAST,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002909,Magherafelt_C4,N21000653,Magherafelt_C,N05000010,Mid Ulster,N00003599,95TT13S1,Town Parks East_1,95TT13S1,Town Parks East_1,95TT130003,MAGHERAFELT,URBAN
BT456AG,1,289460,390324,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT14,TOWN PARKS WEST,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002905,Magherafelt_A7,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003611,95TT14W1,Town Parks West,95TT14W1,Town Parks West,95TT140006,MAGHERAFELT,URBAN
BT456AH,1,290009,390519,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002901,Magherafelt_A5,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003555,95TT05S2,Glebe_2_Magherafelt,95TT05S2,Glebe_2_Magherafelt,95TT050005,MAGHERAFELT,URBAN
BT456AJ,1,290030,389706,N09000009,Mid Ulster,N08000938,Town Parks East,N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT13,TOWN PARKS EAST,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002908,Magherafelt_B5,N21000652,Magherafelt_B,N05000010,Mid Ulster,N00003603,95TT13S2,Town Parks East_2,95TT13S2,Town Parks East_2,95TT130004,MAGHERAFELT,URBAN
BT456AL,1,289743,390847,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002897,Magherafelt_A3,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003552,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050003,MAGHERAFELT,URBAN
BT456AN,1,289755,390727,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002897,Magherafelt_A3,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003552,95TT05S1,Glebe_1_Magherafelt,95TT05S1,Glebe_1_Magherafelt,95TT050003,MAGHERAFELT,URBAN
BT456AP,1,289832,390719,N09000009,Mid Ulster,N08000921,Glebe (Mid Ulster),N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002901,Magherafelt_A5,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003555,95TT05S2,Glebe_2_Magherafelt,95TT05S2,Glebe_2_Magherafelt,95TT050005,MAGHERAFELT,URBAN
BT456AQ,1,289731,390414,N09000009,Mid Ulster,N08000938,Town Parks East,N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT13,TOWN PARKS EAST,95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002901,Magherafelt_A5,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003604,95TT13S2,Town Parks East_2,95TT13S2,Town Parks East_2,95TT130007,MAGHERAFELT,URBAN
BT456AR,1,289829,390674,N09000009,Mid Ulster,N08000938,Town Parks East,N10000905,MAGHERAFELT,N06000010,MID ULSTER,95TT05,GLEBE (MAGHERAFELT),95TT,MAGHERAFELT,NHSCT,Northern HSCT,N20002901,Magherafelt_A5,N21000651,Magherafelt_A,N05000010,Mid Ulster,N00003555,95TT05S2,Glebe_2_Magherafelt,95TT05S2,Glebe_2_Magherafelt,95TT050005,MAGHERAFELT,URBAN
