PC5,ACTIVE,X,Y,LGD2014,LGD2014NAME,WARD2014,WARD2014NAME,DEA2014,DEA2014NAME,AA2008,AA2008NAME,WARD1992,WARD1992NAME,LGD1992,LGD1992NAME,HSCT,HSCTNAME,DZ2021,DZ2021_name,SDZ2021,SDZ2021_name,AA2024,AA2024NAME,SA2011,SOA2001,SOA2001NAME,SOA2001_OLD,SOA2001NAME_OLD,COA2001,SETTLEMENT15,SETTLEMENT15_URBAN_RURAL
BT205BL,0,350560,381900,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003636,Bangor_Central_F3,N21000820,Bangor_Central_F,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170008,BANGOR,URBAN
BT205BN,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT205BP,0,350560,381900,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003636,Bangor_Central_F3,N21000820,Bangor_Central_F,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170008,BANGOR,URBAN
BT205BQ,1,350587,381764,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003636,Bangor_Central_F3,N21000820,Bangor_Central_F,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170011,BANGOR,URBAN
BT205BS,1,350514,381890,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003632,Bangor_Central_C2,N21000817,Bangor_Central_C,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170011,BANGOR,URBAN
BT205BT,0,352896,381950,N09000011,Ards and North Down,N08001104,Ballyholme,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX09,CHURCHILL,95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003625,Bangor_Central_B2,N21000816,Bangor_Central_B,N05000013,North Down,N00004192,95XX09S2,Churchill_2,95XX09S2,Churchill_2,95XX090002,BANGOR,URBAN
BT205BU,1,352896,381950,N09000011,Ards and North Down,N08001104,Ballyholme,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX09,CHURCHILL,95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003625,Bangor_Central_B2,N21000816,Bangor_Central_B,N05000013,North Down,N00004192,95XX09S2,Churchill_2,95XX09S2,Churchill_2,95XX090002,BANGOR,URBAN
BT205BW,0,666666,666666,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003636,Bangor_Central_F3,N21000820,Bangor_Central_F,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170011,BANGOR,URBAN
BT205BX,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT205BY,1,350824,381779,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003636,Bangor_Central_F3,N21000820,Bangor_Central_F,N05000013,North Down,N00004269,95XX17S2,Harbour_2,95XX17S2,Harbour_2,95XX170009,BANGOR,URBAN
BT205BZ,1,350836,381847,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003631,Bangor_Central_F1,N21000820,Bangor_Central_F,N05000013,North Down,N00004269,95XX17S2,Harbour_2,95XX17S2,Harbour_2,95XX170009,BANGOR,URBAN
BT205DA,1,350916,381865,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003631,Bangor_Central_F1,N21000820,Bangor_Central_F,N05000013,North Down,N00004269,95XX17S2,Harbour_2,95XX17S2,Harbour_2,95XX170009,BANGOR,URBAN
BT205DB,1,351139,381985,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX02,BALLYHOLME,95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003626,Bangor_Central_D1,N21000818,Bangor_Central_D,N05000013,North Down,N00004123,95XX02W1,Ballyholme,95XX02W1,Ballyholme,95XX020001,BANGOR,URBAN
BT205DD,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT205DE,1,351084,381981,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003626,Bangor_Central_D1,N21000818,Bangor_Central_D,N05000013,North Down,N00004268,95XX17S2,Harbour_2,95XX17S2,Harbour_2,95XX170006,BANGOR,URBAN
BT205DF,1,350939,381954,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003631,Bangor_Central_F1,N21000820,Bangor_Central_F,N05000013,North Down,N00004268,95XX17S2,Harbour_2,95XX17S2,Harbour_2,95XX170006,BANGOR,URBAN
BT205DG,1,350875,381927,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003631,Bangor_Central_F1,N21000820,Bangor_Central_F,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170008,BANGOR,URBAN
BT205DH,1,350822,381945,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003631,Bangor_Central_F1,N21000820,Bangor_Central_F,N05000013,North Down,N00004269,95XX17S2,Harbour_2,95XX17S2,Harbour_2,95XX170009,BANGOR,URBAN
BT205DJ,1,350828,381889,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003631,Bangor_Central_F1,N21000820,Bangor_Central_F,N05000013,North Down,N00004269,95XX17S2,Harbour_2,95XX17S2,Harbour_2,95XX170009,BANGOR,URBAN
BT205DL,1,350758,381927,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003631,Bangor_Central_F1,N21000820,Bangor_Central_F,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170008,BANGOR,URBAN
BT205DN,1,350691,381937,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003631,Bangor_Central_F1,N21000820,Bangor_Central_F,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170008,BANGOR,URBAN
BT205DP,1,350702,381766,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003636,Bangor_Central_F3,N21000820,Bangor_Central_F,N05000013,North Down,N00004269,95XX17S2,Harbour_2,95XX17S2,Harbour_2,95XX170009,BANGOR,URBAN
BT205DQ,1,350853,381944,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003631,Bangor_Central_F1,N21000820,Bangor_Central_F,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170008,BANGOR,URBAN
BT205DR,1,350594,381729,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003636,Bangor_Central_F3,N21000820,Bangor_Central_F,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170011,BANGOR,URBAN
BT205DU,1,351126,381947,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX02,BALLYHOLME,95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003626,Bangor_Central_D1,N21000818,Bangor_Central_D,N05000013,North Down,N00004123,95XX02W1,Ballyholme,95XX02W1,Ballyholme,95XX020001,BANGOR,URBAN
BT205DW,1,350673,381773,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003636,Bangor_Central_F3,N21000820,Bangor_Central_F,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170011,BANGOR,URBAN
BT205DX,1,350814,382110,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003624,Bangor_Central_A3,N21000815,Bangor_Central_A,N05000013,North Down,N00004268,95XX17S2,Harbour_2,95XX17S2,Harbour_2,95XX170006,BANGOR,URBAN
BT205DY,0,350560,381900,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003636,Bangor_Central_F3,N21000820,Bangor_Central_F,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170008,BANGOR,URBAN
BT205DZ,1,350954,382070,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003623,Bangor_Central_A2,N21000815,Bangor_Central_A,N05000013,North Down,N00004268,95XX17S2,Harbour_2,95XX17S2,Harbour_2,95XX170006,BANGOR,URBAN
BT205EA,1,350773,382114,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003624,Bangor_Central_A3,N21000815,Bangor_Central_A,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170008,BANGOR,URBAN
BT205EB,1,350787,382192,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003624,Bangor_Central_A3,N21000815,Bangor_Central_A,N05000013,North Down,N00004267,95XX17S2,Harbour_2,95XX17S2,Harbour_2,95XX170007,BANGOR,URBAN
BT205ED,1,350584,382042,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003624,Bangor_Central_A3,N21000815,Bangor_Central_A,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170008,BANGOR,URBAN
BT205EE,1,350617,382127,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003624,Bangor_Central_A3,N21000815,Bangor_Central_A,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170008,BANGOR,URBAN
BT205EF,1,350677,382098,N09000011,Ards and North Down,N08001123,Harbour,N10001102,BANGOR CENTRAL,N06000013,NORTH DOWN,95XX17,HARBOUR (NORTH DOWN),95XX,NORTH DOWN,SEHSCT,South Eastern HSCT,N20003624,Bangor_Central_A3,N21000815,Bangor_Central_A,N05000013,North Down,N00004264,95XX17S1,Harbour_1,95XX17S1,Harbour_1,95XX170008,BANGOR,URBAN
